complex-name,gb-complex-etot,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg
1mrx,-6873.72,-13858.3718,-2114.92,48.2011,-6906.0775,-13752.168,-2223.4746,50.0532,-77.1392,-73.3605,-39.6511,4.0135,-17741.3458,-1839.953,-13858.3718,-2091.2222,48.2011,-17647.4899,-1748.9616,-13752.168,-2196.4135,50.0531,-122.6922,-10.8111,-73.3605,-42.5341,4.0135,-1.189427897
1msm,-6882.9231,-13823.9082,-2173.3425,48.4506,-6924.7479,-13673.416,-2278.5856,50.3516,-66.8093,-112.146,-47.9552,4.317,-17772.4875,-1853.665,-13823.9082,-2143.365,48.4506,-17625.7872,-1752.741,-13673.416,-2249.9818,50.3516,-170.2411,-12.2207,-112.146,-50.1914,4.317,-1.409681207
1msn,-6899.9676,-13921.65,-2096.2518,49.1367,-6936.3272,-13765.2447,-2200.9329,51.1592,-67.1973,-113.9486,-47.7488,4.3937,-17779.8264,-1837.4552,-13921.65,-2069.8578,49.1367,-17629.0051,-1742.508,-13765.2447,-2172.4116,51.1592,-171.1845,-11.5661,-113.9486,-50.0636,4.3937,-1.324304945
1mtr,-7076.7297,-13603.9964,-2073.0868,48.4752,-7031.3423,-13354.008,-2118.3985,50.5147,-81.3355,-164.0345,-83.3119,4.6822,-17413.8628,-1797.6121,-13603.9964,-2060.7295,48.4752,-17094.1191,-1690.3793,-13354.008,-2100.2465,50.5147,-261.915,-16.5193,-164.0345,-86.0434,4.6822,-1.276939024
1mu6,-9769.5219,-16095.8512,-3544.1573,58.7281,-9833.7032,-15853.3509,-3548.954,59.1056,46.8072,-224.8292,-34.163,3.537,-21890.5102,-2346.348,-16095.8512,-3507.0392,58.7281,-21600.9575,-2291.338,-15853.3509,-3515.3742,59.1056,-260.7428,-6.1749,-224.8292,-33.2757,3.537,-1.275508749
1mu8,-9758.4096,-16015.5014,-3567.2803,58.6126,-9814.997,-15799.6048,-3566.1601,59.0471,40.6664,-201.7859,-35.2441,3.6578,-21827.7091,-2341.6518,-16015.5014,-3529.1685,58.6126,-21555.8545,-2282.4643,-15799.6048,-3532.8326,59.0471,-238.492,-5.8073,-201.7859,-34.5566,3.6578,-1.318334746
1mue,-9850.8087,-16144.3238,-3489.0183,58.0727,-9884.2246,-15943.7763,-3497.5769,58.5084,14.7517,-182.6586,-31.9287,3.4986,-18773.3886,765.9038,-16144.3238,-3453.0413,58.0727,-18529.2786,822.1634,-15943.7763,-3466.1741,58.5084,-216.7324,-5.6446,-182.6586,-31.9277,3.4986,-1.29384155
1my4,-18844.4426,-38033.841,-6726.5004,113.4941,-18660.7452,-37711.4005,-6799.5762,114.0265,-168.7717,-167.9411,-69.0371,2.007,-48725.396,-4152.2888,-38033.841,-6652.7603,113.4941,-48430.3231,-4101.4685,-37711.4005,-6731.4806,114.0265,-235.2686,-3.5999,-167.9411,-65.7345,2.007,-1.16582935
1n0s,-6274.3606,-13059.4243,-2221.7983,49.1945,-6107.6483,-12981.1371,-2294.9212,50.1489,-184.9699,60.2701,-87.3371,2.6908,-15155.316,63.9171,-13059.4243,-2209.0033,49.1945,-15102.691,110.3949,-12981.1371,-2282.0978,50.1489,-28.2949,-5.0817,60.2701,-86.1741,2.6908,-1.204928419
1n1m,-54635.5148,-101047.572,-17163.6991,277.846,-54635.2933,-100483.3087,-17563.0238,278.381,-4.7459,-104.7702,-67.2515,2.0237,-124404.6502,-6557.7558,-101047.572,-17077.1684,277.846,-124202.7137,-6515.4172,-100483.3087,-17482.3688,278.381,-171.7273,-3.7363,-104.7702,-65.2446,2.0237,-1.044279705
1n2v,-15230.5945,-24773.7706,-3868.5303,73.8806,-15270.7346,-24624.5135,-3902.5716,74.6328,23.2435,-110.1094,-24.9438,2.1888,-32267.6075,-3728.9394,-24773.7706,-3838.7781,73.8806,-32118.5151,-3694.3141,-24624.5135,-3874.3203,74.6328,-133.5848,-2.1526,-110.1094,-23.5116,2.1888,
1n3i,-28196.7213,-48951.1824,-8656.0555,124.9046,-28089.5478,-48637.7608,-8972.0789,125.582,-135.0782,46.437,-74.7909,2.3736,-64845.2912,-7433.7277,-48951.1824,-8585.2856,124.9046,-64818.7,-7380.7659,-48637.7608,-8925.7553,125.582,-31.3203,-5.4266,46.437,-74.7043,2.3736,-1.31095623
1n3z,-4704.629,-7777.0799,-2122.025,35.246,-4361.6787,-7759.3258,-2132.8516,35.4974,-373.0543,25.8115,-65.5063,2.4119,-7635.0982,2221.9797,-7777.0799,-2115.244,35.246,-7592.2094,2254.641,-7759.3258,-2123.022,35.4974,-42.56,-4.5347,25.8115,-66.2487,2.4119,
1n46,-17859.2536,-32880.9355,-7692.8221,110.7391,-17815.3993,-32865.7844,-7734.917,111.6682,-84.3897,8.9131,-26.6769,3.2431,-45209.5763,-4826.9169,-32880.9355,-7612.4631,110.7391,-45170.957,-4758.3782,-32865.7844,-7658.4625,111.6682,-19.7747,-4.7959,8.9131,-27.1351,3.2431,-1.411966924
1n4h,-9554.8029,-18014.6289,-2679.7577,60.0616,-9503.505,-18041.1942,-2605.0527,61.3958,-78.1261,-4.3381,-75.1182,3.1542,-23019.8362,-2411.9319,-18014.6289,-2653.337,60.0616,-22917.9429,-2361.7857,-18041.1942,-2576.3589,61.3958,-74.3401,1.4672,-4.3381,-74.6233,3.1542,-1.12767903
1n4k,-13156.4141,-19929.3621,-4015.4526,80.9305,-12519.7798,-19410.9384,-4212.6191,81.4494,-630.9614,-178.5366,-140.1668,2.6001,-26557.4616,-2731.0399,-19929.3621,-3977.9901,80.9305,-26215.3796,-2714.2273,-19410.9384,-4171.6632,81.4494,-316.5798,-1.6869,-178.5366,-138.9564,2.6001,-1.384543581
1n51,-75709.0735,-100074.0763,-37868.9128,326.9586,-75932.1799,-98892.2022,-38950.6498,328.3183,-57.6751,-282.7746,-103.3439,3.8402,-155159.827,-18100.9376,-100074.0763,-37311.7716,326.9585,-154945.1777,-18018.1141,-98892.2022,-38363.1797,328.3183,-392.1481,-10.055,-282.7746,-103.1587,3.8402,-0.947387223
1n5r,-41077.3817,-70411.6819,-8867.0546,187.3576,-41023.5529,-70319.1885,-9038.8446,187.8099,-81.3691,109.2767,-61.6135,3.6407,-89898.679,-10843.9925,-70411.6819,-8830.3621,187.3576,-89931.4766,-10797.7937,-70319.1885,-9002.3042,187.8099,43.4095,-6.8973,109.2767,-62.6106,3.6407,-1.040054335
1n8v,-4988.3492,-7657.9652,-1752.245,33.6492,-4984.9608,-7655.12,-1756.4767,34.7063,-5.5984,4.1673,-8.6828,2.6349,-8673.9562,666.7886,-7657.9652,-1716.4287,33.6492,-8635.2079,708.5751,-7655.12,-1723.3693,34.7063,-5.0369,-1.7324,4.1673,-10.1066,2.6349,
1nc1,-15728.2918,-33042.0959,-5459.0813,84.6956,-15566.7574,-33034.1745,-5523.1459,85.3567,-206.1055,37.9503,-29.5553,2.5161,-42657.4144,-4316.9386,-33042.0959,-5383.0756,84.6956,-42659.6432,-4261.8851,-33034.1745,-5448.9403,85.3567,7.4666,-2.8492,37.9503,-30.1506,2.5161,-1.086937258
1nc3,-15634.0087,-32262.6274,-6264.4405,84.9358,-15500.6377,-32217.8653,-6294.4094,85.5312,-146.7644,7.4962,-38.5297,2.2514,-42675.3263,-4330.5234,-32262.6274,-6167.1113,84.9358,-42615.8249,-4281.1503,-32217.8653,-6202.3405,85.5312,-33.7795,-2.9891,7.4962,-40.538,2.2514,-0.965662747
1ndv,-14001.0329,-24899.7248,-4479.3797,69.8233,-13813.5464,-24394.3112,-5095.1608,71.168,-194.4842,245.2268,-146.3964,3.1948,-32411.3548,-3241.3679,-24899.7248,-4340.0855,69.8233,-32507.1751,-3193.8626,-24394.3112,-4990.1692,71.168,99.1035,-3.1067,245.2268,-146.2113,3.1948,-1.067001869
1ndw,-13751.0718,-25478.2569,-4074.4814,69.5297,-13769.4136,-25091.494,-4457.8439,70.478,-54.8786,-4.949,-75.2298,2.6097,-32957.2084,-3536.018,-25478.2569,-4012.4631,69.5297,-32890.3912,-3499.1315,-25091.494,-4370.2437,70.478,-81.6069,-2.7102,-4.949,-76.5574,2.6097,-0.992646767
1ndy,-13833.073,-25180.2092,-4394.9146,69.2911,-13851.03,-24756.927,-4807.3167,70.457,-55.3173,-14.0609,-73.9887,2.7293,-32993.5155,-3566.5831,-25180.2092,-4316.0143,69.2911,-32914.5429,-3519.5199,-24756.927,-4708.553,70.457,-91.5247,-4.6801,-14.0609,-75.513,2.7293,-1.091819303
1ndz,-13720.7105,-25396.4411,-4040.146,68.1737,-13699.7896,-24937.9253,-4489.1597,70.153,-155.9277,-58.5929,-91.8349,3.9396,-32857.434,-3577.7365,-25396.4411,-3951.4301,68.1737,-32780.2331,-3505.8646,-24937.9253,-4406.5961,70.153,-155.9503,-8.2772,-58.5929,-93.0198,3.9396,-1.255858721
1nf8,-17497.3666,-26771.2336,-4194.6736,82.1519,-17574.8452,-26630.3116,-4274.1732,82.5935,16.8056,-69.6698,-54.9239,2.0566,-34934.7031,-4145.0398,-26771.2336,-4100.5815,82.1519,-34819.956,-4110.4281,-26630.3116,-4161.8099,82.5935,-123.4853,-1.4015,-69.6698,-54.4706,2.0566,-1.234010733
1nfu,-11455.9767,-19329.08,-3817.7571,68.8778,-11345.3718,-19212.8251,-3776.2592,69.6974,-141.8598,-112.8334,-80.5628,3.5689,-19033.917,4032.1864,-19329.08,-3805.9012,68.8778,-18813.3374,4095.0679,-19212.8251,-3765.2776,69.6974,-195.298,-6.4378,-112.8334,-79.5957,3.5689,-1.227841013
1nfw,-11326.7192,-19570.9603,-3703.9137,67.6383,-11252.3338,-19386.7091,-3718.5131,68.4374,-103.3274,-121.9009,-80.9461,3.4541,-19192.9469,3993.1713,-19570.9603,-3682.7962,67.6383,-18960.4751,4056.7604,-19386.7091,-3698.9638,68.4374,-202.6172,-4.7833,-121.9009,-79.387,3.4541,-1.315662136
1nfx,-11497.2047,-19424.5241,-3924.3266,70.0885,-11456.9039,-19277.098,-3890.9142,70.8788,-79.3392,-139.1649,-85.2369,3.7346,-19338.4223,3927.489,-19424.5241,-3911.4757,70.0885,-19084.0246,3998.3007,-19277.098,-3876.1061,70.8788,-228.2876,-7.6561,-139.1649,-85.2013,3.7346,-1.285449805
1nfy,-11573.4607,-19554.3299,-3739.4694,68.8388,-11462.429,-19388.5397,-3742.5569,69.7187,-140.621,-114.6072,-82.1482,3.5834,-19248.5526,3960.2451,-19554.3299,-3723.3065,68.8388,-19019.4268,4028.1004,-19388.5397,-3728.7063,69.7187,-197.736,-6.2827,-114.6072,-80.4295,3.5834,-1.31095623
1nh0,-7095.4831,-14150.1267,-1959.4741,48.6555,-7093.8228,-13728.2725,-2069.3294,50.6995,-130.7491,-380.3296,-68.1806,5.3787,-17900.7852,-1860.8156,-14150.1267,-1938.4985,48.6555,-17475.046,-1748.9767,-13728.2725,-2048.4962,50.6995,-463.1512,-19.839,-380.3296,-68.3614,5.3787,-1.365744671
1nhu,-21322.1226,-35991.2096,-7101.5829,112.4239,-21268.1059,-35534.8904,-7365.358,112.7161,-58.2147,-123.8548,-76.3077,3.1283,-47637.5409,-4702.7409,-35991.2096,-7056.0143,112.4239,-47395.0973,-4654.3304,-35534.8904,-7318.5926,112.7161,-205.9791,-10.4962,-123.8548,-74.7564,3.1283,-1.040054335
1nhz,-9408.5969,-16871.5548,-2721.7378,67.7059,-9347.2184,-16816.9448,-2744.4837,69.1165,-69.1777,-26.0895,-18.7124,3.728,-21851.4462,-2337.9877,-16871.5548,-2709.6096,67.7059,-21747.4391,-2264.5639,-16816.9448,-2735.047,69.1165,-47.0326,-4.2997,-26.0895,-20.3714,3.728,-1.083002818
1nja,-23371.4087,-42525.6733,-10670.4518,128.7669,-22936.3147,-43038.9732,-10175.547,129.4534,-501.3962,181.1743,-232.2097,2.4418,-59249.8391,-6321.7241,-42525.6733,-10531.2085,128.7669,-59229.8272,-6284.2055,-43038.9732,-10036.102,129.4534,-49.4218,-3.3285,181.1743,-229.7094,2.4418,-1.105281406
1njc,-23337.2464,-41979.5645,-11013.5686,130.1636,-22932.4466,-42080.442,-11084.3479,130.6332,-461.1936,170.1196,-57.8285,2.5022,-59120.7229,-6385.2468,-41979.5645,-10886.0752,130.1636,-59262.5415,-6353.2405,-42080.442,-10959.4922,130.6332,113.1052,-2.061,170.1196,-57.4556,2.5022,-1.028278757
1njd,-23207.3128,-43801.6781,-9428.7595,127.5457,-22863.6122,-43894.456,-9482.2812,127.9853,-417.4585,126.1116,-56.4823,2.4728,-59371.7399,-6398.8923,-43801.6781,-9298.7151,127.5457,-59489.61,-6368.6242,-43894.456,-9354.515,127.9853,72.1118,-1.7661,126.1116,-54.7066,2.4728,-1.030437032
1nje,-23409.6153,-43757.9001,-9294.3764,127.9647,-23030.4193,-43883.5307,-9369.3502,128.4161,-449.315,189.2166,-61.6453,2.4629,-59192.6228,-6370.114,-43757.9001,-9192.5735,127.9647,-59356.0648,-6339.3979,-43883.5307,-9261.5523,128.4161,131.5576,-0.551,189.2166,-59.5709,2.4629,-0.80100064
1njs,-7798.0149,-13860.2405,-2264.1757,48.132,-7310.4435,-13701.7168,-2320.7267,48.9835,-502.0206,131.253,-252.5767,4.0502,-17922.153,-1877.6903,-13860.2405,-2232.3541,48.132,-17755.44,-1809.2159,-13701.7168,-2293.4908,48.9835,-119.2307,-5.6144,131.253,-248.9196,4.0502,-1.234010733
1nki,-11260.8877,-17709.7306,-2665.2873,61.3573,-11396.075,-17625.9831,-2651.3355,61.6871,12.4763,-115.199,-106.7522,1.2111,-22854.0228,-2588.7019,-17709.7306,-2616.9476,61.3573,-22751.1381,-2579.7517,-17625.9831,-2607.0905,61.6871,-216.5461,-0.0071,-115.199,-102.551,1.2111,-1.141264516
1nl9,-11704.3534,-19822.1063,-3913.7489,65.6221,-11743.5066,-19719.4544,-4004.9185,66.2311,-19.5379,-34.8404,-40.1893,4.2473,-26488.8563,-2886.777,-19822.1063,-3845.5952,65.6221,-26414.9162,-2823.7318,-19719.4544,-3937.9611,66.2311,-80.022,-10.1316,-34.8404,-39.2973,4.2473,-1.071042289
1nli,-10038.1931,-16226.0885,-2751.3937,55.8459,-9784.7641,-16438.5586,-2598.3088,56.2174,-271.7708,109.3895,-70.2228,1.5051,-21303.8515,-2398.4084,-16226.0885,-2735.2004,55.8459,-21343.9998,-2373.7371,-16438.5586,-2587.9216,56.2174,41.4728,-0.7674,109.3895,-68.6544,1.5051,-0.766891322
1nm6,-9677.18,-15836.4654,-3602.8928,58.7643,-9713.1211,-15686.931,-3522.4094,59.0683,15.7285,-75.67,-178.6267,3.7623,-18609.4876,727.6472,-15836.4654,-3559.4337,58.7643,-18307.7683,802.7848,-15686.931,-3482.6904,59.0683,-264.7455,-16.2606,-75.67,-176.5772,3.7623,-1.384543581
1nny,-11971.9313,-20107.3269,-3945.9892,65.389,-11803.5241,-19740.2616,-4083.4049,66.4667,-176.0706,123.8215,-367.5926,5.3804,-26772.8686,-2837.7591,-20107.3269,-3893.1716,65.389,-26440.6569,-2756.6031,-19740.2616,-4010.2589,66.4667,-246.5005,-11.9337,123.8215,-363.7687,5.3804,-1.22160719
1no6,-11856.582,-19969.0785,-3992.8178,65.858,-11817.9752,-19702.7777,-4132.0379,66.5956,-32.1755,90.1108,-214.1486,2.6508,-26630.9659,-2792.4989,-19969.0785,-3935.2464,65.858,-26449.576,-2754.1525,-19702.7777,-4059.2415,66.5956,-123.105,-5.4246,90.1108,-210.442,2.6508,-0.890324814
1np0,-35230.5479,-67452.4794,-9051.5142,180.8856,-35291.9915,-67355.7199,-9152.0647,181.4224,-14.0008,-48.3258,-25.8213,1.9567,-81388.8261,-5238.9486,-67452.4794,-8878.2837,180.8856,-81399.9165,-5207.3639,-67355.7199,-9018.2551,181.4224,-77.9053,-2.3651,-48.3258,-29.1711,1.9567,-0.763539357
1nq7,-9488.6467,-18012.6854,-2593.92,60.1362,-9429.2872,-18028.0635,-2531.4953,61.6653,-88.3314,-2.6311,-78.4316,3.5151,-22985.0683,-2460.5719,-18012.6854,-2571.9472,60.1362,-22879.7,-2405.1121,-18028.0635,-2508.1897,61.6653,-72.7649,4.1456,-2.6311,-77.7946,3.5151,-1.150153567
1nt1,-9879.1717,-16162.3141,-3298.2435,58.4512,-9820.7621,-16005.4499,-3309.4785,58.8465,-87.8877,-146.6158,-32.6107,3.7239,-19323.6433,41.6961,-16162.3141,-3261.4765,58.4512,-19110.1215,114.0983,-16005.4499,-3277.6164,58.8465,-187.07,-11.6468,-146.6158,-32.5314,3.7239,-1.31095623
1nu3,-11314.5558,-17207.6922,-6016.4643,63.3414,-11295.9347,-17206.8687,-6038.3682,63.9766,-51.6084,-3.8763,-10.6517,1.9858,-25746.5927,-2608.254,-17207.6922,-5993.9879,63.3414,-25739.5753,-2580.9468,-17206.8687,-6015.7363,63.9766,-13.166,-1.1754,-3.8763,-10.1002,1.9858,
1nvq,-10844.4575,-18218.876,-3996.9865,68.1243,-10773.5179,-18010.3831,-4213.8983,69.4412,-84.5777,67.5508,-77.4716,3.3848,-24734.7487,-2623.4353,-18218.876,-3960.5618,68.1243,-24661.2963,-2546.1995,-18010.3831,-4174.155,69.4412,-17.3252,-10.7159,67.5508,-77.5449,3.3848,-1.26612792
1nvr,-10816.3201,-18252.7813,-4032.6898,68.4628,-10787.6165,-18011.817,-4240.2593,69.8103,-42.6069,21.4593,-73.4686,3.3636,-24796.7146,-2613.5838,-18252.7813,-3998.8122,68.4628,-24681.0064,-2537.696,-18011.817,-4201.3037,69.8103,-58.0921,-10.8267,21.4593,-72.0883,3.3636,-1.255858721
1nvs,-10859.4012,-17986.5345,-4207.1028,68.7562,-10775.0155,-17987.487,-4250.1014,69.9672,-111.5007,33.8026,-21.0457,2.8682,-24681.2535,-2595.5943,-17986.5345,-4167.8809,68.7562,-24667.8795,-2537.1127,-17987.487,-4213.2471,69.9672,10.6183,-5.6567,33.8026,-20.3958,2.8682,-1.234010733
1nw4,-52224.244,-108196.5173,-12779.8932,239.2544,-52135.6586,-107910.4818,-12947.7079,240.1149,-136.0174,-82.4385,-86.3543,2.2796,-135036.2604,-14539.747,-108196.5173,-12539.2505,239.2544,-134868.4773,-14491.8289,-107910.4818,-12706.2816,240.1149,-171.6598,-3.8011,-82.4385,-87.6998,2.2796,-1.322983358
1nw5,-11361.4311,-18671.0685,-3101.6964,69.1983,-11141.3137,-18274.087,-3248.6743,70.2727,-240.383,-135.1205,-139.5105,3.2875,-24258.7111,-2584.8666,-18671.0685,-3071.9744,69.1983,-23939.9426,-2515.8852,-18274.087,-3220.2431,70.2727,-274.3079,-5.816,-135.1205,-136.659,3.2875,-0.990347913
1nw7,-11394.9687,-18678.4517,-3167.1009,70.3272,-11199.5013,-18375.7819,-3200.0068,71.1465,-200.3507,-196.7316,-81.9116,3.1768,-24325.0672,-2569.4899,-18678.4517,-3147.4528,70.3272,-24000.2351,-2514.613,-18375.7819,-3180.9867,71.1465,-279.7713,-5.5646,-196.7316,-80.6518,3.1768,-0.976366698
1nwl,-11628.831,-20179.0174,-3648.9889,65.3406,-11609.158,-19978.4525,-3767.9241,65.6764,-65.33,-18.0418,-113.5546,3.974,-26537.5195,-2839.9968,-20179.0174,-3583.846,65.3406,-26405.2962,-2794.1866,-19978.4525,-3698.3335,65.6763,-131.7973,-7.3591,-18.0418,-110.3704,3.974,-0.52277602
1nz7,-11963.2007,-20182.9554,-4082.8444,64.8821,-11806.5731,-19576.7787,-4271.5997,65.934,-159.1216,-41.2254,-384.8886,5.1468,-23820.1253,326.3203,-20182.9554,-4028.3723,64.8821,-23307.2774,402.8028,-19576.7787,-4199.2355,65.934,-430.9243,-15.3259,-41.2254,-379.5198,5.1468,-1.177744635
1o0f,-5382.524,-8704.0984,-1780.4834,35.8994,-4796.2743,-8379.2646,-1940.5679,35.8998,-591.1937,-39.0214,-133.674,3.0019,-8281.5812,2161.6553,-8704.0984,-1775.0376,35.8994,-8075.4658,2194.7862,-8379.2646,-1926.8872,35.8998,-173.5125,-5.9799,-39.0214,-131.5132,3.0019,-1.000624092
1o0h,-5619.4123,-8298.5338,-1667.2856,35.3143,-4863.4576,-8628.8452,-1701.8257,35.5893,-771.7947,428.1798,-82.4303,2.9869,-7728.3364,2196.685,-8298.5338,-1661.8019,35.3143,-8058.1031,2227.7641,-8628.8452,-1692.6113,35.5893,345.2957,-3.7028,428.1798,-82.1683,2.9869,-1.067001869
1o0m,-5208.7176,-8528.9708,-1833.1286,35.8131,-4826.2991,-8484.9188,-1826.9268,36.1821,-394.4119,-2.7066,-62.2958,2.3863,-8168.035,2150.7471,-8528.9708,-1825.6244,35.8131,-8088.6452,2177.8321,-8484.9188,-1817.7406,36.1821,-67.0925,-2.3683,-2.7066,-64.4039,2.3863,-0.983398029
1o0n,-5190.3402,-8494.558,-1846.447,35.9005,-4835.6556,-8482.587,-1844.0112,36.1924,-379.7071,21.0239,-63.1379,2.3928,-8098.4802,2190.7149,-8494.558,-1830.5377,35.9005,-8054.8311,2220.7935,-8482.587,-1829.23,36.1924,-43.6566,-3.874,21.0239,-63.1993,2.3928,-0.845126982
1o1s,-30405.5637,-48703.084,-8656.4556,135.549,-29870.6923,-49115.3731,-8696.035,137.0326,-580.7304,465.9583,-65.8611,4.4288,-64672.5506,-7508.2017,-48703.084,-8596.8139,135.549,-65062.1041,-7454.4856,-49115.3731,-8629.2779,137.0326,402.2522,-0.7136,465.9583,-67.4213,4.4288,-1.193545964
1o2h,-6397.0567,-15677.2228,-2028.3781,46.1656,-6297.9527,-15660.7418,-2020.975,46.7445,-105.8714,22.2869,-56.6472,3.1298,-14727.8983,2940.8305,-15677.2228,-2037.6717,46.1656,-14659.9392,2984.4061,-15660.7418,-2030.3481,46.7445,-31.7779,0.5222,22.2869,-57.7169,3.1298,-1.181943393
1o2j,-6426.9877,-15569.069,-2156.4925,46.3454,-6310.1592,-15663.5556,-2042.6825,46.8461,-131.7659,118.2414,-156.1401,3.1373,-14758.5223,2927.691,-15569.069,-2163.4897,46.3454,-14697.8934,2970.762,-15663.5556,-2051.9459,46.8461,-35.5215,-0.9788,118.2414,-155.9214,3.1373,-1.160649462
1o2n,-6351.3143,-15664.3143,-2000.3605,46.2777,-6295.3928,-15645.9774,-2040.824,46.8116,-93.144,2.7738,-21.5133,3.1097,-14694.1144,2929.861,-15664.3143,-2005.9388,46.2777,-14670.1838,2977.8713,-15645.9774,-2048.8894,46.8116,-18.5127,-0.4768,2.7738,-23.9193,3.1097,-1.083988849
1o2o,-6439.7221,-15638.386,-2061.052,46.3492,-6309.9597,-15649.2402,-2055.5639,46.8351,-139.3197,51.4227,-59.2173,3.1175,-14732.9512,2930.0289,-15638.386,-2070.9432,46.3492,-14695.839,2972.447,-15649.2402,-2065.8809,46.8351,-3.4106,1.1957,51.4227,-59.1466,3.1175,-1.110017026
1o2q,-6395.2405,-15666.4771,-2039.7193,46.3631,-6294.745,-15678.571,-2026.6631,46.8501,-116.9926,35.0378,-56.1955,3.2114,-14723.0667,2944.7503,-15666.4771,-2047.703,46.3631,-14674.3572,2994.127,-15678.571,-2036.7633,46.8501,-18.3666,0.6857,35.0378,-57.3015,3.2114,-1.223171728
1o2r,-6443.7756,-15665.7662,-2037.7282,46.3568,-6312.3193,-15678.9311,-2036.8614,46.8922,-145.1401,53.5883,-58.8648,3.3555,-14734.5872,2931.2795,-15665.7662,-2046.4574,46.3568,-14697.6067,2979.7448,-15678.9311,-2045.3125,46.8922,-2.9051,-0.5346,53.5883,-59.3144,3.3555,-0.990347913
1o33,-6426.6265,-15624.6133,-2140.3957,46.5426,-6293.6799,-15639.9353,-2088.3672,46.8166,-135.4984,26.1198,-68.0737,2.4216,-14796.3577,2929.0635,-15624.6133,-2147.3504,46.5426,-14726.0987,2964.2751,-15639.9353,-2097.2551,46.8166,-39.5628,-1.3812,26.1198,-66.7231,2.4216,-1.048475526
1o35,-6357.5554,-15681.7745,-2015.0648,46.7397,-6299.0075,-15652.813,-2043.6759,47.0225,-88.3693,-11.4653,-21.4478,2.4586,-14728.7448,2928.8399,-15681.7745,-2022.55,46.7397,-14693.1904,2963.7548,-15652.813,-2051.1546,47.0225,-32.6854,-0.5885,-11.4653,-23.0903,2.4586,-0.965662747
1o36,-6483.5741,-15794.9646,-2039.0834,46.5943,-6305.8403,-15664.8954,-2025.5025,46.6506,-204.5987,-64.5098,-109.8599,3.7986,-14840.3986,2951.5485,-15794.9646,-2043.5769,46.5943,-14650.9762,3003.3651,-15664.8954,-2036.0965,46.6506,-171.5847,-2.6542,-64.5098,-108.2192,3.7986,-1.071042289
1o3d,-6355.7282,-15679.0708,-2015.4276,46.4621,-6305.239,-15648.1748,-2049.7909,46.8609,-85.7224,-13.64,-21.5317,3.007,-14706.9207,2947.6089,-15679.0708,-2021.9209,46.4621,-14669.2837,2990.1204,-15648.1748,-2058.0901,46.8609,-35.7549,-0.9642,-13.64,-24.1577,3.007,-1.178586741
1o3f,-6411.4332,-15654.942,-2042.053,46.3517,-6308.6888,-15664.8177,-2037.0256,46.7616,-110.2272,52.2495,-58.3298,3.036,-14728.556,2932.0302,-15654.942,-2051.9959,46.3517,-14692.1002,2973.9973,-15664.8177,-2048.0414,46.7616,-6.1156,-1.4915,52.2495,-59.9096,3.036,-1.2446574
1o3i,-6408.7505,-15636.4773,-2052.5271,46.5742,-6302.8158,-15650.4094,-2042.8594,46.8202,-110.7664,55.6222,-59.0923,2.6569,-14715.6675,2938.0516,-15636.4773,-2063.816,46.5742,-14679.7395,2976.9325,-15650.4094,-2053.0827,46.8202,-0.6052,0.308,55.6222,-59.1923,2.6569,-1.192724609
1o3j,-6458.362,-15541.7451,-2156.0329,46.5605,-6316.1168,-15668.159,-2043.5597,46.7656,-150.2755,165.6035,-162.5457,2.6474,-14723.1289,2935.9715,-15541.7451,-2163.9158,46.5605,-14699.4766,2974.0102,-15668.159,-2052.0934,46.7656,5.6773,-0.8343,165.6035,-161.7393,2.6474,-1.147500652
1o3l,-6498.3085,-15718.935,-2043.677,46.7327,-6309.2682,-15665.6055,-2040.4692,46.8622,-192.2416,24.1139,-86.8269,2.8449,-14782.8353,2943.791,-15718.935,-2054.4241,46.7327,-14689.6266,2982.672,-15665.6055,-2053.5553,46.8622,-58.5617,-0.121,24.1139,-85.3995,2.8449,-1.126762299
1o3p,-8133.0494,-15628.4279,-2234.9692,51.4283,-8098.5539,-15578.9248,-2274.128,51.7533,-83.4202,-42.4339,-20.2989,3.1388,-15769.5613,2035.7741,-15628.4279,-2228.3357,51.4283,-15722.6768,2078.5808,-15578.9248,-2274.0861,51.7533,-63.1938,-1.4229,-42.4339,-22.4758,3.1388,
1o5a,-8190.4876,-15571.603,-2289.2159,51.4119,-8104.0846,-15590.1725,-2291.9971,51.8872,-112.0336,50.7922,-58.5844,3.037,-15810.8449,1992.8513,-15571.603,-2283.5051,51.4118,-15788.0649,2034.9847,-15590.1725,-2284.7643,51.8872,-5.9318,-0.3882,50.7922,-59.3728,3.037,-1.115650871
