dataset group name,Dataset Name,Host,Guest,Ex _G_(kcal/mol),Ex _G_SEM,EX _H_(kcal/mol),EX _H_SEM,pb_guest_Etot,pb_guest_VDWAALS,pb_guest_EELEC,pb_guest_EPB,pb_guest_ECAVITY,pb_host_Etot,pb_host_VDWAALS,pb_host_EELEC,pb_host_EPB,pb_host_ECAVITY,pb_complex_Etot,pb_complex_VDWAALS,pb_complex_EELEC,pb_complex_EPB,pb_complex_ECAVITY,gb_Complex_Etot,gb_Complex_1-4EEL,gb_Complex_EELEC,gb_Complex_EGB,gb_Complex_ESURF,gb_guest_Etot,gb_guest_1-4EEL,gb_guest_EELEC,gb_guest_EGB,gb_guest_ESURF,gb_host_Etot,gb_host_1-4EEL,gb_host_EELEC,gb_host_EGB,gb_host_ESURF,gb_delta_H,pb_delta_H,EX _delta_H_(kcal/mol)
pdbbind,refined,1jmg,guest-ligand,-1.082015163,NA,NA,NA,67.535,-3.133,120.84,-52.59,2.4261,-59341.12,-6344.147,-43000.79,-10128,131.53,-59240.262,-6374.4951,-42917.65,-10079,131,-23251.01,29743,-42917.65,-10207,131,-412.4,-483.4,120.84,-52.25,2.4261,-22899.8,30226.2,-43000.8,-10256.7,131.5,33.9749,33.323,
pdbbind,refined,1jn4,guest-ligand,-0.959632546,NA,NA,NA,380.11,-8.602,474.42,-89.93,4.2144,-8047.138,2232.8823,-8353.259,-1961,34.685,-7657.428,2166.9078,-7918.261,-1940,33.879,-5636.155,4199,-7918.261,-1951,33.879,-894.7,-1286,474.42,-86.88,4.2144,-4809.9,5485.4,-8353.26,-1976.73,34.69,11.0725,9.6,
pdbbind,refined,1jq8,guest-ligand,-1.075055682,NA,NA,NA,-631.2,-12.18,-477.9,-145.6,4.4322,-5883.706,4578.8567,-8867.254,-1632,36.709,-6507.3689,4502.2826,-9310.206,-1735,35.368,-4452.88,6581.2,-9310.206,-1759,35.368,-112.4,506.1,-477.9,-145.1,4.4322,-4401.61,6075.08,-8867.25,-1646.15,36.71,-3.2641,7.5371,
pdbbind,refined,1jqy,guest-ligand,-0.955985118,NA,NA,NA,-155.3,-4.337,-60.87,-93.67,3.5961,-45064.91,-1156.587,-38297.58,-5712,101.08,-45239.293,-1202.8042,-38270.26,-5867,100.73,-21023.43,23060,-38270.26,-5914,100.73,21.248,168.46,-60.87,-89.94,3.5961,-21062,22891.4,-38297.6,-5756.87,101.1,-24.5582,-19.083,
pdbbind,refined,1jvu,guest-ligand,-0.983398029,NA,NA,NA,-13.98,2.7045,38.949,-58.08,2.4464,-8127.295,2215.0322,-8652.842,-1725,35.49,-8146.5626,2193.0703,-8660.745,-1714,35.004,-5300.699,5051.3,-8660.745,-1726,35.004,-446.7,-427.7,38.949,-60.38,2.4464,-4875.99,5479,-8652.84,-1737.63,35.49,-2.6754,-5.2876,
pdbbind,refined,1jyq,guest-ligand,-1.297993815,NA,NA,NA,-374.2,-18.63,-191.4,-169.2,5.0339,-17339.54,-1866.299,-13143.63,-2379,49.492,-17763.377,-1938.4924,-13525.73,-2348,48.948,-8904.062,6948.2,-13525.73,-2375,48.948,-681.2,-322.4,-191.4,-172.3,5.0339,-8225.42,7270.66,-13143.6,-2401.94,49.49,-51.0054,-49.637,
pdbbind,refined,1jys,guest-ligand,-0.755076594,NA,NA,NA,41.554,-0.725,63.898,-23.1,1.4823,-41164.37,-4166.889,-31349.93,-5734,86.328,-41127.272,-4189.9098,-31303.35,-5720,85.844,-15189.18,21784,-31303.35,-5756,85.844,-226.4,-267.5,63.898,-24.26,1.4823,-14980.5,22051.7,-31349.9,-5768.54,86.33,-4.5758,-4.456,
pdbbind,refined,1jzs,guest-ligand,-1.132241789,NA,NA,NA,-129,-6.432,-4.847,-122.4,4.6098,-73027.74,-8027.125,-56028.91,-9145,173.65,-73176.682,-8097.4563,-56037.05,-9215,172.81,-33105.09,32142,-56037.05,-9383,172.81,-146.8,-28.25,-4.847,-118.3,4.6098,-32986.6,32169.9,-56028.9,-9301.3,173.7,-35.5893,-19.942,
pdbbind,refined,1k1i,guest-ligand,-1.130420847,NA,NA,NA,-364.7,-12.49,-269.4,-86.47,3.6533,-14727.1,2931.0143,-15677.91,-2027,46.528,-15134.845,2870.2647,-16064.1,-1987,46.402,-6668.422,11328,-16064.1,-1979,46.402,-206.6,146.94,-269.4,-87.77,3.6533,-6466.4,11181.2,-15677.9,-2016.22,46.53,-43.6816,-43.045,
pdbbind,refined,1k1j,guest-ligand,-1.212928538,NA,NA,NA,-266.2,-14.88,-167.8,-87.22,3.7307,-14628.35,2999.8277,-15672.38,-2002,46.102,-14944.344,2930.0933,-15888.29,-2032,45.669,-6636.024,11234,-15888.29,-2027,45.669,-183.5,68.181,-167.8,-87.57,3.7307,-6456.54,11165.5,-15672.4,-1995.81,46.1,-50.8384,-49.794,
pdbbind,refined,1k1l,guest-ligand,-1.158912847,NA,NA,NA,-257,-12.68,-211.8,-35.95,3.472,-14654.01,2966.2253,-15639.79,-2027,46.365,-14923.22,2901.4907,-15891.16,-1979,45.894,-6553.831,11273,-15891.16,-1982,45.894,-118,125.37,-211.8,-35,3.472,-6469.26,11147.9,-15639.8,-2023.69,46.37,-18.6256,-12.21,
pdbbind,refined,1k1m,guest-ligand,-1.200888,NA,NA,NA,-261.1,-13.25,-161.1,-90.43,3.6664,-14640.58,2979.2137,-15634.67,-2032,46.455,-14944.481,2913.8172,-15849.83,-2054,46.032,-6651.419,11207,-15849.83,-2055,46.032,-191.3,57.079,-161.1,-90.97,3.6664,-6466.5,11150.1,-15634.7,-2028.42,46.46,-45.7655,-42.801,
pdbbind,refined,1k1n,guest-ligand,-1.151915683,NA,NA,NA,-241.4,-10.07,-140.4,-95.04,4.0797,-14737.92,2929.2777,-15689.53,-2024,46.339,-15023.474,2865.4484,-15933.81,-2001,46.181,-6788.844,11092,-15933.81,-1993,46.181,-323,-90.48,-140.4,-96.21,4.0797,-6474.71,11182,-15689.5,-2013.51,46.34,-44.8933,-44.154,
pdbbind,refined,1k1o,guest-ligand,-1.091819303,NA,NA,NA,-341.1,-10.88,-220.5,-113.6,3.9457,-14750.15,2918.4554,-15661.29,-2054,46.677,-15116.274,2851.2788,-15882.4,-2131,46.227,-6550.997,11413,-15882.4,-2127,46.227,-104.3,229.49,-220.5,-117.2,3.9457,-6479.47,11183.1,-15661.3,-2047.99,46.68,-23.5236,-25.024,
pdbbind,refined,1k1y,guest-ligand,-0.701628816,NA,NA,NA,-485.6,-14.92,-336.3,-138.5,4.1778,-60844.76,-6647.331,-46592.58,-7728,122.92,-61344.686,-6724.4421,-47336.44,-7405,121.63,-25367.84,29382,-47336.44,-7535,121.63,36.727,491.55,-336.3,-122.7,4.1778,-25444.5,28890.3,-46592.6,-7865.06,122.9,-22.2581,-14.326,
pdbbind,refined,1k21,guest-ligand,-1.275508749,NA,NA,NA,-331.2,-13,-216,-106,3.7877,-21553.14,-2276.081,-15735.35,-3602,59.845,-21930.277,-2339.7893,-16029.14,-3621,59.454,-9970.236,9656.8,-16029.14,-3657,59.454,-92.37,228.97,-216,-109.2,3.7877,-9885.84,9427.84,-15735.3,-3638.17,59.85,-42.7343,-45.937,
pdbbind,refined,1k22,guest-ligand,-1.276939024,NA,NA,NA,-422.5,-11.86,-309.5,-104.8,3.5962,-21722.98,-2298.942,-15971.09,-3513,59.811,-22197.497,-2367.9011,-16361.73,-3527,59.321,-9981.76,9886.1,-16361.73,-3565,59.321,-71.74,341.28,-309.5,-107.1,3.5962,-9917.84,9544.78,-15971.1,-3551.34,59.81,-49.2791,-52.017,
pdbbind,refined,1k27,guest-ligand,-1.318334746,NA,NA,NA,-42.48,-5.366,41.604,-81.24,2.5281,-72943.75,-8082.912,-58298.15,-6709,146.25,-73003.431,-8146.4315,-58392.03,-6610,145.5,-29759.91,35165,-58392.03,-6678,145.5,-238.6,-202.3,41.604,-80.48,2.5281,-29554,35366.9,-58298.1,-6768.99,146.2,-25.4635,-17.201,
pdbbind,refined,1k4g,guest-ligand,-1.059864997,NA,NA,NA,73.714,-1.87,103.44,-30.44,2.587,-32156.05,-3699.888,-24767.63,-3764,75.257,-32088.319,-3741.6144,-24714.1,-3707,74.211,-15555.44,12816,-24714.1,-3732,74.211,-269.2,-343.8,103.44,-31.47,2.587,-15323.2,13160.1,-24767.6,-3790.85,75.26,-2.8964,-5.983,
pdbbind,refined,1k4h,guest-ligand,-0.978719643,NA,NA,NA,89.834,-2.259,115.48,-25.94,2.5526,-32147.49,-3697.466,-24763.82,-3761,75.06,-32052.563,-3741.3184,-24684.54,-3701,74.03,-15523.76,12814,-24684.54,-3727,74.03,-237.4,-329.1,115.48,-26.33,2.5526,-15333.1,13142.7,-24763.8,-3787.09,75.06,5.1466,5.093,
pdbbind,refined,1k9s,guest-ligand,-1.124924626,NA,NA,NA,-146,-4.379,-49.55,-94.47,2.3759,-128724.6,-14358.87,-100360.7,-14224,219.01,-128854.62,-14411.834,-100765,-13896,218.17,-50988.36,63721,-100765,-14163,218.17,-11.26,126.39,-49.55,-90.47,2.3759,-50996.3,63595,-100361,-14449.6,219,-29.385,15.98,
pdbbind,refined,1kav,guest-ligand,-1.056780157,NA,NA,NA,-136.9,0.1987,-36.91,-103.6,3.4062,-27932.06,-2934.219,-20558.1,-4509,69.144,-28033.844,-2969.6726,-20683.28,-4450,69.338,-12375.01,12755,-20683.28,-4516,69.338,-88.18,52.154,-36.91,-106.8,3.4062,-12368.2,12702.8,-20558.1,-4581.96,69.14,45.7177,35.116,
pdbbind,refined,1kc7,guest-ligand,-1.025026716,NA,NA,NA,-118.5,-0.634,-16.94,-102.5,1.4992,-163708,-17104,-112186.8,-34739,321.8,-163788.62,-17119.125,-111690.5,-35301,321.58,-66090.35,80893,-111690.5,-35615,321.58,-270,-149.4,-16.94,-105.1,1.4992,-65869.8,81042.8,-112187,-35047.5,321.8,34.959,37.88,
pdbbind,refined,1kdk,guest-ligand,-1.321658855,NA,NA,NA,-32.01,-2.972,-18.79,-12.78,2.5361,-28834.65,-880.4988,-23959.06,-4072,76.838,-28904.937,-937.3345,-24000.3,-4043,75.972,-14786.05,13203,-24000.3,-4065,75.972,-31.55,-2.832,-18.79,-12.46,2.5361,-14768.8,13206.1,-23959.1,-4092.66,76.84,-39.5637,-38.277,
pdbbind,refined,1kel,guest-ligand,-1.191078517,NA,NA,NA,-246,-6.497,-135.4,-106.9,2.8181,-34988.42,-603.7393,-30635.34,-3848,98.453,-35219.389,-654.0017,-30806.96,-3856,97.733,-15659.21,18887,-30806.96,-3837,97.733,-190.2,52.584,-135.4,-110.2,2.8181,-15520.8,18834.4,-30635.3,-3818.27,98.45,8.0246,15.031,
pdbbind,refined,1kjr,guest-ligand,-1.08102588,NA,NA,NA,-264.4,-7.872,-194.6,-66.01,4.102,-12162.27,-1262.573,-9573.684,-1363,37.368,-12459.179,-1306.9218,-9828.828,-1361,37.686,-6171.711,4982,-9828.828,-1363,37.686,-82.65,163.91,-194.6,-56.05,4.102,-6085.98,4818.05,-9573.68,-1367.72,37.37,-39.5578,-32.509,
pdbbind,refined,1km3,guest-ligand,-0.954764365,NA,NA,NA,-59.2,-2.709,2.8036,-61.71,2.4103,-36794.88,-4044.417,-27032.37,-5804,86.251,-36830.532,-4076.5794,-27100.13,-5739,85.544,-17589.65,15192,-27100.13,-5767,85.544,-268.9,-211.7,2.8036,-62.39,2.4103,-17378,15403.9,-27032.4,-5835.76,86.25,27.7966,23.548,
pdbbind,refined,1kmy,guest-ligand,-0.977544324,NA,NA,NA,-65.29,-1.99,-46.3,-18.95,1.9454,-201707.3,-22858.88,-138772.9,-40469,393.6,-201664.77,-22889.408,-138817.8,-40351,393.01,-83352.31,95817,-138817.8,-40744,393.01,-22,38.504,-46.3,-16.15,1.9454,-83458.4,95778.3,-138773,-40857.4,393.6,99.552,107.82,
pdbbind,refined,1koj,guest-ligand,-1.141264516,NA,NA,NA,-110.9,-2.096,-50.27,-60.55,2.0677,-102251,-11466.18,-82151.77,-8812,179.11,-102336.25,-11493.892,-82250.74,-8770,178.54,-40695.64,50294,-82250.74,-8918,178.54,-193.5,-88.99,-50.27,-56.32,2.0677,-40558.8,50383.1,-82151.8,-8969.28,179.1,31.044,25.65,
pdbbind,refined,1kpm,guest-ligand,-1.054714751,NA,NA,NA,-32.26,-2.475,-22.33,-11.91,4.4594,-5849.934,4603.3964,-8967.749,-1522,35.953,-5894.3381,4543.3627,-8994.343,-1478,35.047,-4414.266,6045,-8994.343,-1500,35.047,-33.73,-6.163,-22.33,-9.692,4.4594,-4419.57,6051.14,-8967.75,-1538.92,35.95,-18.5247,-12.1441,
pdbbind,refined,1ksn,guest-ligand,-1.344425814,NA,NA,NA,-15.67,-4.258,65.242,-80.65,3.9928,-18965.99,4099.9528,-19400.57,-3735,69.57,-19035.452,4030.5518,-19430.58,-3704,68.483,-11409,11674,-19430.58,-3721,68.483,-157.8,-146.4,65.242,-80.56,3.9928,-11261.7,11820.4,-19400.6,-3751.04,69.57,-54.643,-53.792,
pdbbind,refined,1kug,guest-ligand,-0.80100064,NA,NA,NA,-416.4,-8.061,-302.5,-109.4,3.6202,-16271.36,557.7439,-14086.17,-2790,47.271,-16621.357,495.5363,-14319.92,-2844,46.546,-8090.953,9076.8,-14319.92,-2894,46.546,-173.8,236.86,-302.5,-111.8,3.6202,-8024.33,8839.97,-14086.2,-2825.41,47.27,53.0304,66.403,
pdbbind,refined,1kui,guest-ligand,-0.796245001,NA,NA,NA,-424.9,-7.574,-306.9,-114.2,3.7706,-16273.15,509.7905,-14083.02,-2747,47.38,-16633.678,446.2896,-14297.97,-2829,46.771,-8080.264,9058.8,-14297.97,-2888,46.771,-176.3,243.49,-306.9,-116.7,3.7706,-8011.72,8815.31,-14083,-2791.38,47.38,51.8291,64.372,
pdbbind,refined,1kuk,guest-ligand,-0.818122424,NA,NA,NA,-451.4,-8.93,-314.7,-131.7,3.9306,-16291.44,505.6642,-14039.92,-2805,47.727,-16688.336,436.2561,-14253.88,-2918,47.044,-8044.023,9141,-14253.88,-2978,47.044,-135.9,310.08,-314.7,-135.3,3.9306,-8011.81,8830.93,-14039.9,-2850.54,47.73,43.2089,54.504,
pdbbind,refined,1kv1,guest-ligand,-1.06902548,NA,NA,NA,20.78,-2.14,40.549,-20.52,2.8928,-30016.99,-3084.095,-22802.57,-4214,83.725,-30035.596,-3136.9291,-22790.12,-4191,82.695,-13450.31,13471,-22790.12,-4214,82.695,-95.71,-119.1,40.549,-20.02,2.8928,-13363.5,13590.6,-22802.6,-4235.22,83.72,-41.7941,-39.386,
pdbbind,refined,1kv5,guest-ligand,-0.863901077,NA,NA,NA,-228.9,-0.459,-114.3,-115.6,1.4601,-44754.85,-4825.446,-35763.91,-4260,94.157,-44948.095,-4844.8825,-36049.92,-4147,93.894,-17035.85,23108,-36049.92,-4188,93.894,-253.5,-21.7,-114.3,-118.9,1.4601,-16840.7,23129.4,-35763.9,-4300.32,94.16,39.3725,35.655,
pdbbind,refined,1kyv,guest-ligand,-1.067001869,NA,NA,NA,-124.2,-3.492,-77.19,-46.43,2.9196,-67351.26,-7274.287,-48929.12,-11283,135.6,-67498.197,-7333.996,-49057.45,-11241,134.32,-27194.82,33052,-49057.45,-11324,134.32,-77.83,38.791,-77.19,-42.35,2.9196,-27146.3,33013.7,-48929.1,-11366.5,135.6,-26.907,-22.737,
pdbbind,refined,1kzk,guest-ligand,-1.404506283,NA,NA,NA,-170.8,-12.5,-113.2,-49.41,4.3203,-17650.64,-1749.313,-13738.37,-2214,50.965,-17799.365,-1847.4065,-13890.94,-2110,49.01,-7102.104,8881.2,-13890.94,-2141,49.01,-66.28,89.205,-113.2,-46.64,4.3203,-7142.09,8792,-13738.4,-2246.69,50.96,20.6725,22.075,
pdbbind,refined,1kzn,guest-ligand,-1.312977568,NA,NA,NA,-191.3,-15.32,-129.2,-51.41,4.6347,-16572.83,-1689.517,-11965,-2966,47.585,-16797.45,-1772.822,-12135.45,-2936,47.114,-7682.999,7378.5,-12135.45,-2973,47.114,-86.14,87.785,-129.2,-49.33,4.6347,-7624.9,7290.76,-11965,-2998.25,47.58,-39.944,-33.32,
pdbbind,refined,1l6m,guest-ligand,-1.255118437,NA,NA,NA,-88.43,1.2115,-8.112,-83.06,1.5277,-15257.88,-774.6147,-12016.35,-2516,48.833,-15319.758,-788.5242,-12236.87,-2343,48.497,-6991.881,7570.2,-12236.87,-2374,48.497,-100.5,-10.74,-8.112,-83.2,1.5277,-6925.09,7580.98,-12016.3,-2538.56,48.83,18.588,26.552,
pdbbind,refined,1l83,guest-ligand,-0.734265259,NA,NA,NA,-0.169,-0.175,2.559,-3.808,1.2544,-14567.05,-1546.527,-10710.08,-2354,43.654,-14582.729,-1563.7331,-10709.59,-2353,43.435,-7565.914,5478,-10709.59,-2378,43.435,-0.057,-0.164,2.559,-3.706,1.2544,-7568.43,5478.19,-10710.1,-2380.2,43.65,-14.4581,-15.51,
pdbbind,refined,1l8g,guest-ligand,-1.096661944,NA,NA,NA,-173.7,-3.466,36.285,-209.8,3.35,-28095.49,-2941.837,-20937.79,-4282,66.519,-28304.8,-2994.3237,-21167.09,-4210,66.163,-12647.25,12717,-21167.09,-4263,66.163,-179.4,-4.088,36.285,-214.9,3.35,-12502.2,12720.9,-20937.8,-4351.84,66.52,-14.6707,-35.61,
pdbbind,refined,1laf,guest-ligand,-1.236308119,NA,NA,NA,-227.3,-2.402,-114.8,-112.1,2.0169,-23005.66,-2218.636,-18160.8,-2682,55.334,-23324.666,-2265.2972,-18605.1,-2509,55.053,-8921.374,12177,-18605.1,-2549,55.053,-117.7,110.8,-114.8,-115.7,2.0169,-8787.25,12066.4,-18160.8,-2748.2,55.33,-60.6832,-91.706,
pdbbind,refined,1lag,guest-ligand,-1.10432978,NA,NA,NA,-263.2,-2.62,-206,-56.21,1.6824,-23015.18,-2208.29,-18203.51,-2659,55.99,-23319.945,-2247.3181,-18527.21,-2601,55.673,-8875.41,12266,-18527.21,-2670,55.673,-43.63,220.25,-206,-59.56,1.6824,-8821,12045.9,-18203.5,-2719.38,55.99,-47.1881,-41.565,
pdbbind,refined,1lah,guest-ligand,-1.210539683,NA,NA,NA,-304.5,-1.958,-183.7,-120.5,1.6975,-23016.12,-2215.197,-18200.9,-2656,55.809,-23410.075,-2262.9891,-18710.62,-2492,55.586,-8881.124,12296,-18710.62,-2522,55.586,-57.3,250.14,-183.7,-125.4,1.6975,-8797.04,12045.7,-18200.9,-2697.69,55.81,-72.6181,-89.455,
pdbbind,refined,1lan,guest-ligand,-1.186112972,NA,NA,NA,-168.2,-2.116,-90.2,-77.57,1.715,-177887.7,-19530.29,-138735.1,-19956,334.08,-177998.51,-19559.32,-139134.9,-19638,333.59,-69763.52,89029,-139134.9,-19992,333.59,-68.69,96.316,-90.2,-76.53,1.715,-69772.9,88933.1,-138735,-20304.9,334.1,51.156,57.39,
pdbbind,refined,1lbf,guest-ligand,-1.236308119,NA,NA,NA,-126.3,0.2743,14.902,-144.1,2.7085,-22524.37,-2482.924,-17371.42,-2724,53.788,-22636.729,-2511.8173,-17565.54,-2612,52.85,-11703.2,8478.3,-17565.54,-2669,52.85,-314.1,-189.3,14.902,-142.4,2.7085,-11428.2,8667.55,-17371.4,-2778.11,53.79,9.9324,13.941,
pdbbind,refined,1lbk,guest-ligand,-0.694128718,NA,NA,NA,-570.5,-3.238,-427.6,-142.4,2.7707,-38366.94,-4096.266,-30146.76,-4211,87.339,-38971.525,-4141.942,-30627.59,-4289,86.581,-16010.45,18857,-30627.59,-4326,86.581,-127.8,444.97,-427.6,-147.9,2.7707,-15895.8,18411.8,-30146.8,-4248.18,87.34,-29.288,-34.085,
pdbbind,refined,1lcp,guest-ligand,-1.135867178,NA,NA,NA,-427.4,-0.727,-168.2,-260.2,1.743,-177710.9,-19515.93,-138069.6,-20465,339.84,-177816.6,-19538.861,-137626.4,-20991,339.34,-69651.66,89037,-137626.4,-21402,339.34,-147.8,284.97,-168.2,-266.4,1.743,-69795.4,88752.2,-138070,-20817.8,339.8,269.336,321.7,
pdbbind,refined,1lee,guest-ligand,-1.227841013,NA,NA,NA,-399.8,-12.23,156.78,-548.7,4.4192,-29556.57,-1456.177,-23078.23,-5096,73.373,-29770.484,-1537.8796,-21759.69,-6545,71.611,-11280.65,17063,-21759.69,-6656,71.611,-347.5,36.165,156.78,-544.9,4.4192,-11114.7,17026.9,-23078.2,-5136.73,73.37,112.0774,185.886,
pdbbind,refined,1lf2,guest-ligand,-1.210539683,NA,NA,NA,-73.45,-13.09,-26.09,-38.65,4.3853,-29396.72,-1467.087,-22825.71,-5177,73.524,-29455.867,-1545.8484,-22895.67,-5086,71.75,-11151.61,16818,-22895.67,-5146,71.75,-112.4,-54.32,-26.09,-36.41,4.3853,-11107.2,16872.6,-22825.7,-5227.56,73.52,2.3186,14.303,
pdbbind,refined,1lgt,guest-ligand,-1.084973263,NA,NA,NA,-58.32,-2.084,-37.03,-21.21,2.0064,-201701.8,-22766.71,-137323.4,-42002,390.76,-201641.11,-22800.16,-137358.1,-41873,390.22,-81398.58,97722,-137358.1,-42153,390.22,-15.46,37.993,-37.03,-18.43,2.0064,-81523.2,97684,-137323,-42274.5,390.8,108.714,119.01,
pdbbind,refined,1lgw,guest-ligand,-0.831776617,NA,NA,NA,-23.23,-0.368,-16.79,-7.492,1.4158,-14521.54,-1528.475,-10638.16,-2399,44.369,-14565.858,-1549.8306,-10665.66,-2395,44.133,-7571.127,5470,-10665.66,-2420,44.133,-12.02,10.865,-16.79,-7.517,1.4158,-7560.3,5459.13,-10638.2,-2425.64,44.37,-19.7946,-21.088,
pdbbind,refined,1lhu,guest-ligand,-1.306893009,NA,NA,NA,-21.74,-1.815,-4.419,-17.93,2.4307,-27901.77,-772.7726,-23133.36,-4073,77.183,-27952.182,-821.3123,-23160.77,-4046,76.339,-14428.69,12739,-23160.77,-4083,76.339,-42.56,-25.41,-4.419,-15.16,2.4307,-14395,12764.6,-23133.4,-4103.47,77.18,-37.8547,-28.672,
pdbbind,refined,1li2,guest-ligand,-0.837746815,NA,NA,NA,-1.289,-0.241,9.3783,-11.73,1.303,-14566.56,-1537.773,-10720.81,-2352,43.988,-14583.484,-1556.9704,-10722.04,-2348,43.788,-7607.197,5441,-10722.04,-2370,43.788,-24.71,-24.9,9.3783,-10.5,1.303,-7585.85,5465.89,-10720.8,-2374.92,43.99,-15.5934,-15.635,
pdbbind,refined,1li3,guest-ligand,-0.86815139,NA,NA,NA,8.9714,-0.365,18.44,-10.52,1.4194,-14529.99,-1530.277,-10637.9,-2406,44.371,-14532.151,-1551.2307,-10622.13,-2403,44.099,-7586.2,5421.6,-10622.13,-2430,44.099,-29.9,-40.13,18.44,-9.63,1.4194,-7567.34,5461.69,-10637.9,-2435.5,44.37,-9.5487,-11.1324,
pdbbind,refined,1li6,guest-ligand,-0.80100064,NA,NA,NA,5.0395,-0.221,10.468,-6.525,1.3173,-14560.5,-1542.987,-10691.93,-2369,43.755,-14571.142,-1562.9494,-10686.11,-2366,43.533,-7581.541,5450.3,-10686.11,-2389,43.533,-7.722,-13.02,10.468,-6.49,1.3173,-7577.11,5463.36,-10691.9,-2392.3,43.75,-16.4504,-15.6815,
pdbbind,refined,1lke,guest-ligand,-1.210539683,NA,NA,NA,-41.76,-4.417,-12.35,-27.92,2.9225,-14127.51,-603.7887,-11847.18,-1720,42.974,-14211.121,-670.3625,-11883.26,-1699,41.75,-5019.203,8535,-11883.26,-1713,41.75,-66.88,-33.55,-12.35,-23.91,2.9225,-4965.65,8568.6,-11847.2,-1730.04,42.97,-48.8298,-41.851,
pdbbind,refined,1lkk,guest-ligand,-1.154549191,NA,NA,NA,-454.8,-12.9,-165.5,-281.6,5.1774,-9042.172,-912.1092,-6776.572,-1387,33.058,-9535.5968,-944.1889,-7351.798,-1273,33.041,-5397.174,3198.4,-7351.798,-1277,33.041,-479.4,-38.33,-165.5,-280.8,5.1774,-4907.42,3236.75,-6776.57,-1400.65,33.06,-29.5337,-38.6248,
pdbbind,refined,1lkl,guest-ligand,-1.055748343,NA,NA,NA,-681.2,-13.07,-258.2,-414.6,4.651,-8943.94,-920.989,-6739.363,-1315,31.675,-9611.5196,-974.3728,-7354.981,-1314,31.722,-5318.534,3332.4,-7354.981,-1328,31.722,-518.1,157.58,-258.2,-422.1,4.651,-4859.83,3174.85,-6739.36,-1326.99,31.67,19.0822,13.6204,
pdbbind,refined,1lnm,guest-ligand,-1.297993815,NA,NA,NA,-46.77,-3.838,-24.28,-21.55,2.899,-13578.28,222.5127,-12125.97,-1719,44.291,-13656.027,157.7609,-12159.06,-1698,43.059,-5055.271,8762.1,-12159.06,-1701,43.059,-54.51,-13.03,-24.28,-20.1,2.899,-5027.91,8775.16,-12126,-1721.39,44.29,-33.7648,-30.977,
pdbbind,refined,1lol,guest-ligand,-1.112840561,NA,NA,NA,-75.41,-5.647,4.8815,-77.24,2.5973,-36487.43,-4006.372,-26777.15,-5788,83.849,-36564.773,-4049.3116,-26811.09,-5787,82.827,-17518,15056,-26811.09,-5846,82.827,-324.3,-256.8,4.8815,-74.96,2.5973,-17227.4,15313,-26777.1,-5847.19,83.85,-3.5926,-1.933,
pdbbind,refined,1loq,guest-ligand,-0.784999692,NA,NA,NA,-35.72,-3.235,27.659,-62.6,2.4529,-36184.76,-3938.106,-26849.18,-5485,87.68,-36216.228,-3970.8814,-26905.46,-5427,87.006,-17555.73,14737,-26905.46,-5474,87.006,-385.3,-352.6,27.659,-62.88,2.4529,-17205.4,15089.8,-26849.2,-5533.61,87.68,5.4296,4.252,
pdbbind,refined,1lor,guest-ligand,-1.442000998,NA,NA,NA,-612.2,-2.065,862.19,-1475,2.5103,-36583.82,-4069.71,-27201.64,-5390,77.075,-36127.888,-4116.6645,-27215.66,-4872,76.389,-17150.67,15144,-27215.66,-5155,76.389,-812.7,-195,862.19,-1482,2.5103,-17265.9,15338.6,-27201.6,-5479.99,77.08,883.0405,1068.132,
pdbbind,refined,1lpg,guest-ligand,-1.175211204,NA,NA,NA,-49.63,-4.954,96.224,-145.8,4.8583,-17241.75,1217.9892,-15666.87,-2849,55.965,-17338.872,1142.3782,-15590.83,-2946,55.42,-9381.121,9108.6,-15590.83,-2954,55.42,-116.2,-72.64,96.224,-144.6,4.8583,-9290.88,9181.27,-15666.9,-2861.24,55.97,-44.698,-47.492,
pdbbind,refined,1lpk,guest-ligand,-1.212928538,NA,NA,NA,-38.43,-4.964,112.4,-149.7,3.8333,-17212.07,1244.0135,-15662.14,-2849,55.541,-17294.271,1177.249,-15576.15,-2950,54.682,-9420.88,9062.2,-15576.15,-2962,54.682,-164,-131.1,112.4,-149.1,3.8333,-9278.48,9193.29,-15662.1,-2865.17,55.54,-40.2005,-43.771,
pdbbind,refined,1lpz,guest-ligand,-1.216888948,NA,NA,NA,-47.9,-5.837,22.272,-68.14,3.7955,-17252.15,1236.2208,-15620.9,-2923,55.938,-17345.317,1170.1755,-15631.3,-2939,55.15,-9406.552,9122.7,-15631.3,-2953,55.15,-121.4,-80.72,22.272,-66.71,3.7955,-9298.57,9203.43,-15620.9,-2937.04,55.94,-46.7903,-45.267,
pdbbind,refined,1lrh,guest-ligand,-1.151915683,NA,NA,NA,-61.12,0.5427,15.269,-78.88,1.9463,-54282.02,-2969.477,-41691.72,-9761,140.43,-54129.166,-2998.7217,-41308.84,-9961,139.87,-22011.5,29285,-41308.84,-10127,139.87,-91.26,-27.79,15.269,-80.68,1.9463,-22153.3,29312.7,-41691.7,-9914.71,140.4,203.2726,213.974,
